ubigeo,lat,lon,mita,cusco,border,dell_d_bnd,dell_signed,elevation,slope,bfe4_1,bfe4_2,bfe4_3,stunted,n_children
30413,14.162779808044434,73.3125,1,0,0,67.6519775390625,67.6519775390625,3.47374,10.7482,0,0,1,0.3582089552238806,67
30414,14.140279769897461,73.14277648925781,1,0,0,55.61760330200195,55.61760330200195,3.54499,12.0168,0,0,1,0.3970037453183521,267
30415,13.958889961242676,73.185546875,1,0,0,41.64546203613281,41.64546203613281,3.3017,11.0167,0,0,1,0.34121621621621623,296
30416,14.050559997558594,73.29723358154297,1,0,0,57.344947814941406,57.344947814941406,3.75691,8.41749,0,0,1,0.32116788321167883,137
30417,14.217780113220215,73.14111328125,1,0,0,61.048248291015625,61.048248291015625,3.82869,11.6362,1,0,0,0.3557692307692308,104
30501,13.951390266418457,72.16722106933594,1,0,1,10.824250221252441,10.824250221252441,3.95623,7.53846,0,0,0,0.5400981996726678,1222
30502,13.75139045715332,72.352783203125,1,0,1,6.451648712158203,6.451648712158203,3.59806,11.6446,0,0,1,0.5334685598377282,493
30503,13.836669921875,72.43138885498047,1,0,1,5.910728931427002,5.910728931427002,3.96153,7.75983,0,0,1,0.5457627118644067,885
30504,14.212779998779297,72.19000244140625,1,0,0,30.165929794311523,30.165929794311523,4.09181,6.62663,0,0,0,0.5579029733959311,1278
30505,14.085280418395996,72.108062744140625,1,0,1,17.506650924682617,17.506650924682617,3.75225,9.97473,0,0,0,0.5710059171597633,676
30506,14.116669654846191,72.25,1,0,0,29.092880249023438,29.092880249023438,4.15736,5.08758,0,0,0,0.6306306306306306,777
30601,13.513330459594727,73.71305847167969,1,0,0,49.85990905761719,49.85990905761719,3.06655,11.2617,0,0,1,0.4166666666666667,480
30602,13.532500267028809,73.6772232055664,1,0,0,46.2947998046875,46.2947998046875,3.7793,8.0822,0,0,1,0.4406779661016949,1062
30603,13.611390113830566,73.74028015136719,1,0,0,54.94108963012695,54.94108963012695,2.86857,12.3362,0,0,1,0.46116504854368934,206
30604,13.387499809265137,73.690277099609375,1,0,0,47.904090881347656,47.904090881347656,2.80824,14.0179,0,0,1,0.4199796126401631,981
30605,13.483059883117676,73.56083679199219,1,0,0,33.158260345458984,33.158260345458984,3.22395,13.9689,0,0,1,0.33753148614609574,794
30606,13.403610229492188,73.66972351074219,1,0,0,45.41231918334961,45.41231918334961,3.16547,14.9705,0,0,1,0.3873978996499417,857
30607,13.670000076293945,73.660003662109375,1,0,0,49.32094955444336,49.32094955444336,3.23283,9.86027,0,0,1,0.3483483483483483,333
30608,13.533329963684082,73.5999984741211,1,0,0,38.085628509521484,38.085628509521484,3.72973,9.12284,0,0,1,0.4493927125506073,494
30701,14.101940155029297,72.70667266845703,1,0,0,36.147850036621094,36.147850036621094,4.20715,7.86271,0,0,1,0.31114808652246256,601
30702,14.062219619750977,72.66972351074219,1,0,0,31.693960189819336,31.693960189819336,4.13993,8.04006,0,0,1,0.5082644628099173,242
30703,13.869999885559082,72.50389099121094,1,0,1,9.798398971557617,9.798398971557617,3.81628,12.5071,0,0,1,0.4307359307359307,462
30704,14.083330154418945,72.51667022705078,1,0,0,32.809730529785156,32.809730529785156,3.65383,11.0499,0,0,1,0.5638766519823789,227
