ubigeo,lat,lon,mita,cusco,border,dell_d_bnd,dell_signed,elevation,slope,bfe4_1,bfe4_2,bfe4_3,stunted,n_children
80309,13.438610076904297,72.26611328125,0,0,0,26.780929565429688,-26.780929565429688,3.57656,6.70184,0,0,1,0.29136690647482016,278
80401,13.333330154418945,71.94999694824219,0,0,0,24.715890884399414,-24.715890884399414,4.12645,11.2415,0,0,0,0.3402848423194303,1966
80402,13.388059616088867,71.89971923828125,0,0,0,16.64927864074707,-16.64927864074707,3.78979,10.9718,0,0,0,0.5073529411764706,272
80403,13.36417007446289,71.92388916015625,0,0,0,20.296350479125977,-20.296350479125977,3.90195,8.72917,0,0,0,0.5281553398058253,515
80405,13.422499656677246,71.8466567993164,0,0,0,10.716349601745605,-10.716349601745605,3.88091,8.29385,0,0,0,0.42857142857142855,868
80406,13.493610382080078,71.77388763427734,0,0,1,3.1587870121002197,-3.1587870121002197,3.7463,13.9809,0,0,0,0.4172494172494173,429
80407,13.427499771118164,71.86750030517578,0,0,0,11.115570068359375,-11.115570068359375,3.81341,8.17704,0,0,0,0.4090909090909091,264
80501,14.218059539794922,71.4316635131836,1,0,0,26.256210327148438,26.256210327148438,4.07265,5.26536,0,0,0,0.4664070107108082,1027
80502,14.472780227661133,71.393890380859375,1,0,0,38.547088623046875,38.547088623046875,4.15977,4.10647,0,0,0,0.36347517730496454,564
80503,14.533329963684082,71.30555725097656,1,0,0,50.204410552978516,50.204410552978516,4.16073,3.15728,0,0,0,0.3590163934426229,610
80504,14.431940078735352,71.27306365966797,1,0,0,47.715579986572266,47.715579986572266,4.19183,6.5891,0,0,0,0.3024193548387097,248
80505,14.493610382080078,71.154998779296875,1,0,0,61.88713073730469,61.88713073730469,4.41175,5.7762,0,1,0,0.3713450292397661,684
80506,14.146389961242676,71.459442138671875,1,0,0,23.80883026123047,23.80883026123047,3.87203,5.63921,0,0,0,0.37748344370860926,151
80507,14.380000114440918,71.45500183105469,1,0,0,27.46363067626953,27.46363067626953,4.13031,5.14616,0,0,0,0.438871473354232,319
80508,14.16388988494873,71.47666931152344,1,0,0,21.592571258544922,21.592571258544922,3.89602,4.60719,0,0,0,0.48221343873517786,253
80601,14.269439697265625,71.22611236572266,1,0,0,49.021697998046875,49.021697998046875,4.27173,5.22227,0,0,0,0.2929309769923308,5998
80602,14.02694034576416,71.45276641845703,1,0,0,28.145910263061523,28.145910263061523,4.6935,4.83288,0,0,0,0.4334862385321101,436
80603,14.101110458374023,71.429443359375,1,0,0,27.833349227905273,27.833349227905273,4.1387,9.01927,0,0,0,0.42495784148397975,593
80604,14.357780456542969,71.168609619140625,1,0,0,56.233360290527344,56.233360290527344,4.4884,7.16169,0,0,0,0.3542600896860987,1115
80605,13.972220420837402,71.410003662109375,1,0,0,34.15441131591797,34.15441131591797,4.80701,5.59044,0,0,0,0.5217391304347826,667
80606,14.202779769897461,71.31555938720703,1,0,0,38.70602035522461,38.70602035522461,4.47271,5.98633,0,0,0,0.3903061224489796,392
80607,14.186670303344727,71.34166717529297,1,0,0,35.895538330078125,35.895538330078125,3.84625,7.46235,0,0,0,0.2631578947368421,190
80608,14.145000457763672,71.40693664550781,1,0,0,29.386999130249023,29.386999130249023,3.77529,7.75243,0,0,0,0.28820960698689957,458
80701,14.445560455322266,72.08416748046875,1,0,1,23.113689422607422,23.113689422607422,4.46415,5.28264,1,0,0,0.4859584859584859,2457
80702,14.008060455322266,71.998046875,1,0,1,4.24613094329834,4.24613094329834,3.90545,8.55334,0,0,0,0.5610236220472441,508
80703,14.308329582214355,71.84306335449219,1,0,1,10.538919448852539,10.538919448852539,4.01254,4.45462,0,0,0,0.4849315068493151,730
80704,14.282219886779785,72.04194641113281,1,0,0,19.439661026000977,19.439661026000977,3.84389,5.98973,0,0,0,0.4218590398365679,979
80705,14.301939964294434,71.6872329711914,1,0,1,2.644500970840454,2.644500970840454,4.12247,5.05508,0,0,0,0.5657336726039016,1179
80706,14.331110000610352,72.1147232055664,1,0,0,28.904489517211914,28.904489517211914,4.24305,4.28974,0,0,0,0.6160458452722063,698
80707,14.307780265808105,72.1361083984375,1,0,0,29.076419830322266,29.076419830322266,4.03083,5.2139,0,0,0,0.6375,400
80708,14.508890151977539,71.8852767944336,1,0,0,17.634300231933594,17.634300231933594,4.23473,4.19584,1,0,0,0.44876325088339225,849
80801,14.791390419006348,71.4124984741211,1,0,1,21.10468864440918,21.10468864440918,4.16512,3.07761,0,1,0,0.31565292591524935,3469
80802,15.239999771118164,71.08222198486328,1,0,1,9.0551605224609375,9.0551605224609375,4.77167,3.29663,0,1,0,0.4,80
80803,14.800000190734863,71.532501220703125,1,0,1,19.678239822387695,19.678239822387695,4.28445,3.91197,0,1,0,0.4217506631299735,1131
80804,15.052499771118164,71.12889099121094,1,0,1,6.325316905975342,6.325316905975342,4.35941,3.58732,0,1,0,0.2857142857142857,112
80805,14.883890151977539,71.22083282470703,1,0,0,18.29636001586914,18.29636001586914,4.2107,2.29278,0,1,0,0.41188118811881186,505
80806,14.681389808654785,71.41694641113281,1,0,0,33.04880142211914,33.04880142211914,4.01238,1.79918,0,1,0,0.4161490683229814,322
80807,15.068889617919922,71.7491683959961,1,0,1,1.4103299379348755,1.4103299379348755,4.44379,4.02621,0,1,0,0.4416961130742049,283
80808,14.769439697265625,71.2541732788086,1,0,0,31.251529693603516,31.251529693603516,4.13033,2.08034,0,1,0,0.3744493392070485,227
81001,13.763330459594727,71.84944152832031,0,0,1,2.8163678646087646,-2.8163678646087646,3.75595,7.67213,0,0,0,0.3395061728395062,324
81002,13.97389030456543,71.82666778564453,0,0,1,6.611767292022705,-6.611767292022705,3.77739,11.0885,0,0,0,0.4735632183908046,435
81003,13.853890419006348,72.08055877685547,0,0,1,2.408583879470825,-2.408583879470825,3.58475,13.1359,0,0,0,0.5529157667386609,463
81004,13.851940155029297,71.80333709716797,0,0,1,0.2251804918050766,-0.2251804918050766,3.49529,12.5524,0,0,0,0.36879432624113473,141
81005,13.683609962463379,72.01944732666016,0,0,1,16.670461654663086,-16.670461654663086,3.56601,10.5463,0,0,0,0.4224,625
81006,14.071390151977539,71.7397232055664,0,0,1,2.5791819095611572,-2.5791819095611572,4.08698,8.6206,0,0,0,0.5908496732026144,765
81007,13.759169578552246,71.95500183105469,0,0,0,13.646679878234863,-13.646679878234863,3.36333,11.1951,0,0,0,0.3645833333333333,192
81008,13.954170227050781,71.75971984863281,0,0,1,0.23661689460277557,-0.23661689460277557,3.74209,12.3922,0,0,0,0.3963963963963964,111
81009,13.666939735412598,71.921112060546875,0,0,1,9.3575286865234375,-9.3575286865234375,3.7225,6.47373,0,0,0,0.44274809160305345,262
81102,13.595000267028809,71.69944763183594,0,0,1,0.28663480281829834,-0.28663480281829834,3.8434,8.80499,0,0,0,0.45104895104895104,286
81103,13.204170227050781,71.6544418334961,0,0,0,32.48365020751953,-32.48365020751953,3.66717,8.5864,0,0,0,0.48873483535528595,1154
81104,13.355830192565918,71.66972351074219,0,0,1,19.9931697845459,-19.9931697845459,3.86733,5.77577,0,0,0,0.5182481751824818,959
81105,13.516670227050781,71.6500015258789,0,0,1,6.047964096069336,-6.047964096069336,3.85247,6.33071,0,0,0,0.537842190016103,621
81201,13.68610954284668,71.6227798461914,1,0,1,6.243168830871582,6.243168830871582,3.71118,9.2679,0,0,0,0.4388038942976356,1438
81202,13.672499656677246,71.679443359375,1,0,1,4.113429069519043,4.113429069519043,3.56851,8.7455,0,0,0,0.35714285714285715,574
81204,13.59000015258789,71.38999938964844,1,0,0,8.924732208251953,8.924732208251953,4.23413,6.8263,0,0,0,0.5506329113924051,316
81205,13.604720115661621,71.55944061279297,1,0,1,1.3248299360275269,1.3248299360275269,3.92332,6.95013,0,0,0,0.5863377609108159,1054
81206,13.907500267028809,71.49861145019531,1,0,0,26.034259796142578,26.034259796142578,4.26695,9.33584,0,0,0,0.49373433583959897,399
81207,13.688329696655273,71.635833740234375,1,0,0,5.779916763305664,5.779916763305664,4.16396,6.65435,0,0,0,0.3781818181818182,275
81208,13.635560035705566,71.73750305175781,1,1,1,5.5850019454956055,5.5850019454956055,3.75854,7.90906,0,0,0,0.3412969283276451,293
81210,13.62693977355957,71.3852767944336,1,0,0,12.831900596618652,12.831900596618652,4.48131,5.71342,0,0,0,0.5032870708546384,1369
81211,13.592780113220215,71.771942138671875,1,1,1,3.5006790161132812,3.5006790161132812,3.66363,10.9373,0,0,0,0.31343283582089554,469
81212,13.822779655456543,71.53943634033203,1,0,0,23.856189727783203,23.856189727783203,4.01703,8.36947,0,0,0,0.498545101842871,1031
81301,13.307780265808105,72.11528015136719,0,0,0,39.51217269897461,-39.51217269897461,3.89131,11.5958,0,0,0,0.27463651050080773,1857
81302,13.395830154418945,72.05473327636719,0,0,0,28.76333999633789,-28.76333999633789,3.8239,4.49665,0,0,0,0.42505854800936765,854
81303,13.346389770507812,72.06722259521484,0,0,0,32.7872200012207,-32.7872200012207,3.53403,11.2231,0,0,0,0.358695652173913,276
81305,13.319720268249512,72.15277862548828,0,0,0,41.843238830566406,-41.843238830566406,3.46472,6.10085,0,0,1,0.412109375,512
81306,13.254719734191895,72.26334381103516,0,0,0,45.36524963378906,-45.36524963378906,4.04099,13.2199,0,0,1,0.3702882483370288,902
81307,13.316670417785645,72.08915710449219,0,0,0,36.6497802734375,-36.6497802734375,3.5865,11.9391,0,0,0,0.19333333333333333,300
210101,15.833330154418945,70.03333282470703,1,0,0,87.1014404296875,87.1014404296875,4.12894,2.74352,0,1,0,0.1163258819790232,9439
210104,15.683329582214355,70.1500015258789,1,0,0,79.08990478515625,79.08990478515625,3.85514,0.817546,0,1,0,0.21495327102803735,428
210109,15.800000190734863,70.333343505859375,1,0,0,56.266448974609375,56.266448974609375,4.33347,4.43061,0,1,0,0.20997920997921,481
210110,15.733329772949219,70.05000305175781,1,0,0,87.58307647705078,87.58307647705078,3.88799,1.45718,0,1,0,0.2804878048780488,328
210113,15.5,70.01667022705078,1,0,0,97.84150695800781,97.84150695800781,4.59427,4.32524,0,1,0,0.4032258064516129,62
210114,15.816670417785645,70.19999694824219,1,0,0,69.75093841552734,69.75093841552734,4.31736,3.30244,0,1,0,0.2027972027972028,143
210115,15.766670227050781,70.25,1,0,0,65.90443420410156,65.90443420410156,3.97949,2.39782,0,1,0,0.2240437158469945,183
210202,15.266670227050781,70.1500015258789,1,0,0,92.60828399658203,92.60828399658203,3.86012,0.637916,0,1,0,0.23636363636363636,275
210204,14.783329963684082,70.3499984741211,1,0,0,93.54235076904297,93.54235076904297,4.00466,2.47945,0,1,0,0.4384858044164038,1902
210205,15.316670417785645,70.0666732788086,1,0,0,98.507965087890625,98.507965087890625,3.83922,0.305039,0,1,0,0.3037974683544304,316
210207,15.029999732971191,70.33000183105469,1,0,0,85.64054870605469,85.64054870605469,3.93656,2.43422,0,1,0,0.19700214132762311,467
210214,15.050000190734863,70.26667022705078,1,0,0,90.31703186035156,90.31703186035156,3.94091,2.04301,0,1,0,0.33126293995859213,483
210215,14.949999809265137,70.4000015258789,1,0,0,82.44403839111328,82.44403839111328,4.01088,3.18581,0,1,0,0.377431906614786,257
210701,15.350000381469727,70.366668701171875,1,0,0,67.65540313720703,67.65540313720703,4.09492,3.79443,0,1,0,0.32793959007551243,927
210702,15.616669654846191,70.3499984741211,1,0,0,60.034236907958984,60.034236907958984,4.17306,3.57188,0,1,0,0.25,412
210703,15.316670417785645,70.21666717529297,1,0,0,83.70954132080078,83.70954132080078,3.96887,3.91814,0,1,0,0.33695652173913043,92
210704,15.233329772949219,70.25,1,0,0,83.78015899658203,83.78015899658203,3.89185,2.02923,0,1,0,0.28434504792332266,313
210705,15.111109733581543,70.90778350830078,1,0,0,25.45993995666504,25.45993995666504,4.64645,4.24816,0,1,0,0.25547445255474455,137
210706,15.233610153198242,70.59722137451172,1,0,0,49.28506851196289,49.28506851196289,4.582,4.75695,0,1,0,0.43859649122807015,114
210707,15.452500343322754,70.5986099243164,1,0,0,40.30267333984375,40.30267333984375,4.69449,4.68093,0,1,0,0.5419847328244275,131
210708,15.029999732971191,70.37000274658203,1,0,0,82.0499496459961,82.0499496459961,4.11275,3.6497,0,1,0,0.28987993138936535,583
210709,15.699999809265137,70.60527801513672,1,0,1,31.656679153442383,31.656679153442383,4.4851,3.5835,0,1,0,0.21528861154446177,641
210710,15.18694019317627,70.660003662109375,1,0,0,46.54878234863281,46.54878234863281,4.59055,4.43812,0,1,0,0.3389830508474576,59
210801,14.88638973236084,70.5888900756836,1,0,0,65.34319305419922,65.34319305419922,4.1877,4.02373,0,1,0,0.22117541498429788,2229
210803,14.906109809875488,70.8741683959961,1,0,0,37.71158981323242,37.71158981323242,4.26201,4.23741,0,1,0,0.43636363636363634,165
210804,14.933329582214355,70.88276672363281,1,0,0,35.123050689697266,35.123050689697266,4.261,4.88217,0,1,0,0.3973941368078176,307
210805,14.768610000610352,70.901947021484375,1,0,0,45.384891510009766,45.384891510009766,4.27881,3.67259,0,1,0,0.3715925394548063,697
210806,14.479999542236328,70.64111328125,1,0,0,87.92921447753906,87.92921447753906,4.50431,4.05735,0,1,0,0.45589798087141337,941
210807,14.729999542236328,70.51304626464844,1,0,0,80.78717041015625,80.78717041015625,4.05265,3.18128,0,1,0,0.44325897187196894,1031
210808,14.600000381469727,70.779998779296875,1,0,0,67.954559326171875,67.954559326171875,4.33696,5.27043,0,1,0,0.4106583072100313,638
210809,14.857500076293945,70.75611114501953,1,0,0,51.120357513427734,51.120357513427734,4.03677,1.77959,0,1,0,0.29658792650918636,381
211101,15.5,70.133331298828125,1,0,0,85.718170166015625,85.718170166015625,3.87866,1.34117,0,1,0,0.17134712837837837,18944
211102,15.649999618530273,70.3166732788086,1,0,0,63.040130615234375,63.040130615234375,3.88594,0.996934,0,1,0,0.23839009287925697,323
211103,15.616669654846191,70.3499984741211,1,0,1,60.034236907958984,60.034236907958984,4.31764,3.9024,0,1,0,0.1595744680851064,470
211104,15.566670417785645,70.0999984741211,1,0,0,87.48472595214844,87.48472595214844,3.83514,0.427346,0,1,0,0.2860576923076923,416
